% Model,SmartRoom.mph
% Version,COMSOL 6.1.0.282
% Date,"May 4 2023, 15:48"
% Table,coarse 3x3x3 30s - Interesting Points 3x3x3
% Time (s),"Temperature (degC), Point: (0.15, 0.15, 0)","Temperature (degC), Point: (5, 0.15, 0)","Temperature (degC), Point: (9.85, 0.15, 0)","Temperature (degC), Point: (0.15, 3, 0)","Temperature (degC), Point: (5, 3, 0)","Temperature (degC), Point: (9.85, 3, 0)","Temperature (degC), Point: (0.15, 5.85, 0)","Temperature (degC), Point: (5, 5.85, 0)","Temperature (degC), Point: (9.85, 5.85, 0)","Temperature (degC), Point: (0.15, 0.15, 1.5)","Temperature (degC), Point: (5, 0.15, 1.5)","Temperature (degC), Point: (9.85, 0.15, 1.5)","Temperature (degC), Point: (0.15, 3, 1.5)","Temperature (degC), Point: (5, 3, 1.5)","Temperature (degC), Point: (9.85, 3, 1.5)","Temperature (degC), Point: (0.15, 5.85, 1.5)","Temperature (degC), Point: (5, 5.85, 1.5)","Temperature (degC), Point: (9.85, 5.85, 1.5)","Temperature (degC), Point: (0.15, 0.15, 3)","Temperature (degC), Point: (5, 0.15, 3)","Temperature (degC), Point: (9.85, 0.15, 3)","Temperature (degC), Point: (0.15, 3, 3)","Temperature (degC), Point: (5, 3, 3)","Temperature (degC), Point: (9.85, 3, 3)","Temperature (degC), Point: (0.15, 5.85, 3)","Temperature (degC), Point: (5, 5.85, 3)","Temperature (degC), Point: (9.85, 5.85, 3)","Температура окружающей среды (degC), Point: (0, 0, 0)"
300,20.126173237274827,19.35131404316718,20.243346610184688,19.369933881502618,18.757206470387473,19.384108083205035,19.84125562399379,19.241150130617484,20.07439723930804,20.559384128270324,20.211831879818988,20.249577117478225,20.186392716817636,20.001086386305644,20.219777674676607,20.36477743175135,20.1499599634663,20.019328780560954,20.556158735019892,20.438488979442354,20.669411695630515,20.42621321320746,20.948501900797623,20.400987394262415,20.515424791985254,20.42411109302708,20.631042716067782,17.899999999999977
330,20.12263379297957,19.351922783787415,20.23883376273045,19.370658121369104,18.768421545578065,19.38456584261621,19.837056133370197,19.244339842896068,20.069843262073732,20.55193783183347,20.206287895903927,20.243786706169658,20.180980595217193,20.001155206361773,20.2148923682621,20.35772240964576,20.117287833114915,20.01309640649231,20.546130252917862,20.431364758287998,20.659184346510756,20.419445407449246,20.94084182226743,20.39529884727,20.50620054299867,20.41348574057787,20.621108969631223,17.899999999999977
360,20.119105612962983,19.352525518328605,20.23433537386137,19.37137499232108,18.779592839958923,19.3850176126885,19.83287851299957,19.247491367973396,20.065309083080535,20.54451710965992,20.200761792569097,20.238013060065555,20.17558599878447,20.00124556699774,20.210020606629314,20.350693385312866,20.085136447383775,20.006886928914582,20.53614758034655,20.424264547077314,20.64900190271925,20.412699392345303,20.933210291209434,20.38962641742171,20.49701590947592,20.40293620677022,20.611210713954677,17.899999999999977
390,20.115589936766355,19.353122393199556,20.229852941067577,19.37208468803368,18.790722839736304,19.385462988199265,19.828724069708073,19.25060028240847,20.060795943846585,20.53712328597271,20.195254249896948,20.23225751053627,20.170209239252586,20.001370232232432,20.205163623399926,20.3436920904075,20.055305836539787,20.000702106194012,20.52621385203679,20.417188951008768,20.63886733571985,20.405976593986566,20.925608778440505,20.383970682136976,20.487873870083263,20.392461747119228,20.601353017441,17.899999999999977
420,20.112084811624868,19.353713177749057,20.225384105213266,19.372786903392523,18.801807628157746,19.385902607533637,19.824590744730983,19.253673554859915,20.05630188849267,20.529754274600236,20.189764196490103,20.226517960150147,20.164849825519127,20.001509093717914,20.200319475134847,20.336715796892406,20.0249602452227,19.994539168212555,20.5163241295553,20.410137016656847,20.628775964288764,20.399274765718985,20.918034966845767,20.378330731753294,20.478769732250385,20.382063534481176,20.59152789536313,17.899999999999977
450,20.10859023753858,19.354297871976996,20.220928866298436,19.373481638397777,18.812847205223193,19.386336470691788,19.820478538068244,19.256711185327788,20.0518269170189,20.522410075542552,20.184291632348504,20.220794408907125,20.15950775758421,20.00166215145407,20.195488161833964,20.32976450476781,19.994099673432572,19.988398114970153,20.50647841290197,20.403108744021722,20.618727788425872,20.39259390754262,20.910488856425218,20.372706566270438,20.469703495977114,20.371741568856066,20.581735347721008,17.899999999999977
480,20.105106214507487,19.354876475883373,20.216487224322975,19.374168893049443,18.8238415709327,19.386764577673546,19.81638744971974,19.259713173811974,20.047371029425165,20.51509068879966,20.178836557472266,20.215086856807204,20.154183035447772,20.0018294054409,20.19066968349739,20.32283821403354,19.962724121169344,19.982278946466977,20.496676702076968,20.396104133103222,20.608722808131233,20.385934019457295,20.90297044717886,20.367098185688576,20.46067516126368,20.36149585024401,20.57197537451475,17.899999999999977
510,20.101632742531592,19.355448989468186,20.212059179287053,19.374848667347408,18.834790725286155,19.387186928478968,19.812317479685703,19.262679520312645,20.04293422571152,20.5077961143715,20.17339897186116,20.209395303850442,20.148875659109876,20.00201085567852,20.18586404012501,20.31593692468965,19.93083358843313,19.97618166270297,20.486918997080238,20.38912318390146,20.598761023404847,20.37929510146313,20.895479739106804,20.361505590007653,20.45168472810991,20.351326378645012,20.562247975744185,17.899999999999977
540,20.09816982161084,19.356015412731495,20.2076447311905,19.37552096129167,18.845694668283727,19.387603523108112,19.80826862796596,19.26561022482963,20.03851650587785,20.500526352258134,20.167978875515473,20.20371975003667,20.143585628570463,20.002206502166814,20.181071231716942,20.309060636736092,19.898428075223762,19.970106263677962,20.477205297911723,20.38216589641638,20.588842434246715,20.372677153560062,20.88801673220894,20.355928779227668,20.442732196515806,20.341233154058955,20.552553151409484,17.899999999999977
570,20.094717451745225,19.35657574567324,20.203243880033426,19.3761857748824,18.856553399925247,19.388014361560806,19.804240894560508,19.268505287362984,20.03411786992433,20.493281402459445,20.162576268434975,20.198060195366224,20.138312943829533,20.002416344905896,20.176291258273125,20.302209350172973,19.865507581541465,19.964052749392295,20.46753560457148,20.375232270648098,20.578967040656835,20.366080175748152,20.88058142648532,20.35036775334862,20.433817566481423,20.33121617648601,20.542890901510475,17.899999999999977
600,20.091275632934753,19.35712998829348,20.198856625815836,19.37684310811943,18.867366920210884,19.38841944383728,19.800234279469464,19.271364707912767,20.029738317850843,20.486061264975604,20.157191150619724,20.19241663983871,20.1330576048872,20.002640383895653,20.171524119793503,20.29538306500018,19.832072107385954,19.95802111984557,20.457909917059396,20.368322306596383,20.56913484263515,20.359504168027343,20.873173821935893,20.344822512370513,20.424940838006762,20.321275445926062,20.53326122604733,17.899999999999977
630,20.087844365179535,19.357678140592157,20.19448296853767,19.377492961002872,18.878135229140412,19.388818769937416,19.796248782692828,19.27418848647892,20.025377849657445,20.478865939806496,20.151823522069776,20.18678908345447,20.127819611743348,20.00287861913614,20.16676981627819,20.288581781217772,19.79812165275746,19.952011375038126,20.448328235375698,20.361436004261407,20.559345840181777,20.352949130397747,20.865793918560712,20.3392930562934,20.416102011091766,20.311410962379,20.523664125019934,17.899999999999977
660,20.084423648479458,19.35822020256927,20.190122908198987,19.37813533353267,18.888858326714058,19.389212339861217,19.792284404230372,19.2769766230615,20.021036465344082,20.471695426952067,20.146473382785075,20.181177526213276,20.122598964397923,20.003131050627417,20.162028347727187,20.281805498825747,19.76365621765592,19.94602351496974,20.43879055952027,20.354573363643112,20.549600033296542,20.346415062859194,20.85844171635972,20.33377938511711,20.40730108573655,20.301622725845107,20.514099598428288,17.899999999999977
690,20.081013482834578,19.358756174224823,20.18577644479967,19.378770225708763,18.899536212931707,19.389600153608626,19.78834114408238,19.279729117660395,20.016714164910752,20.464549726412542,20.14114073276562,20.17558196811524,20.117395662851095,20.00339767836931,20.15729971414038,20.275054217824106,19.72867580208134,19.94005753964052,20.42929688949306,20.347734384741557,20.539897421979674,20.339901965411798,20.851117215333034,20.328281498841818,20.39853806194094,20.291910736324212,20.504567646272505,17.899999999999977
720,20.07852292042128,19.359040304817142,20.182577487876983,19.378903528645253,18.90933437106213,19.38981757019218,19.78513401576339,19.281431623158483,20.013444359127504,20.45885396588153,20.13646606077458,20.170686424461564,20.11278586138019,20.003390241944828,20.1531503067402,20.269375701991976,19.707097746323427,19.934440106660816,20.421565655031714,20.342106822683377,20.532166538090166,20.334528814624207,20.846094178662042,20.323768568035575,20.39135950045494,20.284039418126383,20.49686668120802,17.899999999999977
750,20.07607044620306,19.3593140739888,20.17942604912372,19.37901609410443,18.91909685343495,19.39002801161098,19.781957102040394,19.283091151353688,20.010217993803963,20.453218081917385,20.131818425600613,20.165819701428347,20.108200413253485,20.003371078594625,20.14902475567345,20.26374134301176,19.686089280134922,19.928836722109736,20.413906901925998,20.33652922365644,20.524516873606217,20.329202707262084,20.84116643614709,20.319296335034323,20.384246137031425,20.276243142548367,20.48924130149294,17.899999999999977
780,20.073617971984902,19.35958784316051,20.176274610370513,19.379128659563662,18.928859335807715,19.390238453029838,19.778780188317455,19.28475067954895,20.00699162848042,20.447582197953295,20.127170790426703,20.16095297839513,20.10361496512678,20.003351915244366,20.144899204606816,20.2581069840316,19.665080813946304,19.9232333375586,20.406248148820282,20.330951624629506,20.51686720912221,20.323876599900018,20.83623869363214,20.314824102033015,20.377132773607798,20.268446866970464,20.48161592177786,17.899999999999977
810,20.071165497766742,19.359861612332224,20.17312317161725,19.379241225022895,18.938621818180536,19.390448894448696,19.775603274594516,19.286410207744154,20.003765263156822,20.441946313989206,20.122523155252736,20.156086255361856,20.099029517000076,20.003332751894163,20.14077365354018,20.252472625051382,19.644072347757742,19.917629953007463,20.398589395714566,20.32537402560257,20.509217544638204,20.318550492537952,20.83131095111719,20.310351869031763,20.370019410184227,20.260650591392448,20.47399054206278,17.899999999999977
840,20.068713023548526,19.360135381503824,20.16997173286404,19.37935379048207,18.948384300553357,19.390659335867554,19.77242636087152,19.288069735939416,20.00053889783328,20.43631043002506,20.11787552007877,20.15121953232864,20.09444406887326,20.00331358854396,20.136648102473487,20.246838266071165,19.623063881569237,19.91202656845627,20.39093064260885,20.319796426575692,20.501567880154198,20.31322438517583,20.826383208602238,20.30587963603051,20.362906046760713,20.25285431581443,20.4663651623477,17.899999999999977
870,20.066260549330366,19.36040915067548,20.166820294110778,19.379466355941304,18.95814678292618,19.39086977728641,19.76924944714858,19.28972926413462,19.99731253250974,20.430674546060914,20.11322788490486,20.14635280929531,20.089858620746554,20.003294425193758,20.13252255140685,20.24120390709095,19.602055415380676,19.906423183905133,20.383271889503135,20.314218827548757,20.493918215670192,20.307898277813706,20.821455466087343,20.30140740302926,20.355792683337143,20.245058040236415,20.45873978263262,17.899999999999977
900,20.063808075112206,19.360682919847136,20.16366885535757,19.379578921400537,18.967909265298943,19.391080218705213,19.766072533425586,19.291388792329826,19.994086167186197,20.425038662096767,20.108580249730892,20.141486086262034,20.085273172619907,20.003275261843555,20.128397000340158,20.23556954811079,19.581046949192057,19.900819799353997,20.37561313639742,20.30864122852182,20.486268551186186,20.30257217045164,20.816527723572335,20.296935170028007,20.348679319913515,20.237261764658513,20.451114402917483,17.899999999999977
930,20.06135560089399,19.36095668901885,20.160517416604307,19.379691486859713,18.977671747671764,19.39129066012407,19.76289561970259,19.293048320525088,19.990859801862655,20.419402778132678,20.103932614556925,20.13661936322876,20.080687724493146,20.003256098493353,20.124271449273465,20.22993518913063,19.560038483003495,19.89521641480286,20.367954383291703,20.303063629494886,20.47861888670218,20.297246063089574,20.811599981057384,20.292462937026755,20.34156595649,20.229465489080496,20.44348902320246,17.80000000000001
