% Model,SmartRoom.mph
% Version,COMSOL 6.1.0.282
% Date,"May 4 2023, 15:26"
% Table,finer 3x3x3 300s - Interesting Points 3x3x3
% Time (s),"Temperature (degC), Point: (0.15, 0.15, 0)","Temperature (degC), Point: (5, 0.15, 0)","Temperature (degC), Point: (9.85, 0.15, 0)","Temperature (degC), Point: (0.15, 3, 0)","Temperature (degC), Point: (5, 3, 0)","Temperature (degC), Point: (9.85, 3, 0)","Temperature (degC), Point: (0.15, 5.85, 0)","Temperature (degC), Point: (5, 5.85, 0)","Temperature (degC), Point: (9.85, 5.85, 0)","Temperature (degC), Point: (0.15, 0.15, 1.5)","Temperature (degC), Point: (5, 0.15, 1.5)","Temperature (degC), Point: (9.85, 0.15, 1.5)","Temperature (degC), Point: (0.15, 3, 1.5)","Temperature (degC), Point: (5, 3, 1.5)","Temperature (degC), Point: (9.85, 3, 1.5)","Temperature (degC), Point: (0.15, 5.85, 1.5)","Temperature (degC), Point: (5, 5.85, 1.5)","Temperature (degC), Point: (9.85, 5.85, 1.5)","Temperature (degC), Point: (0.15, 0.15, 3)","Temperature (degC), Point: (5, 0.15, 3)","Temperature (degC), Point: (9.85, 0.15, 3)","Temperature (degC), Point: (0.15, 3, 3)","Temperature (degC), Point: (5, 3, 3)","Temperature (degC), Point: (9.85, 3, 3)","Temperature (degC), Point: (0.15, 5.85, 3)","Temperature (degC), Point: (5, 5.85, 3)","Temperature (degC), Point: (9.85, 5.85, 3)","Температура окружающей среды (degC), Point: (0, 0, 0)"
5100,19.732396920923975,19.775264142437322,19.73362251882054,19.93273869887048,19.81530271442,19.82236054154623,19.7322725715199,19.825279534377785,19.699238689853132,19.275904293936037,19.839758528579807,19.88638215378012,19.89461366903913,19.99770697571722,19.781523056261676,19.232576316027007,19.263825238807954,19.90278297522127,19.79178374176979,19.852947534743862,19.824220128194497,19.736044827987826,20.220705002332693,19.751618860849987,19.805599719510155,19.8531378129598,20.028437910049718,18.550247846865204
5400,19.729979752899794,19.782981071178142,19.731576576088287,19.93822857727025,19.879970015869276,19.82921233359508,19.732887855465663,19.83208056629769,19.6970211795433,19.225738024662974,19.82120569316777,19.86483877026035,19.878292942682776,19.99741637793943,19.759880526440497,19.18090614865622,19.200865846226236,19.88246019774175,19.760254751565526,19.830679434302795,19.795113375800952,19.709872684818208,20.222652562591463,19.72534535936319,19.775636194828394,19.830067011312565,20.011362442194866,18.469266270539663
5700,19.714666747389515,19.7793683744801,19.71610306132203,19.9332304882779,19.929735047005124,19.824040006800715,19.719278686145003,19.82748385739069,19.68161271665832,19.17343407154624,19.795198985648256,19.833648589788538,19.853906245814073,19.99724446739242,19.731549231886106,19.12761037746219,19.13777885818422,19.852395873419482,19.719290542387853,19.799319887646163,19.7562406427503,19.675832930771094,20.21366828610462,19.69114739801205,19.736162677846778,19.79789701105534,19.981846705407065,18.389013240565077
6000,19.689545640129154,19.767138779560753,19.69041702698064,19.9202556353535,19.96816595705775,19.80972257553418,19.694850918565237,19.81421844419276,19.656171698293747,19.119504274379267,19.763523135962373,19.79512140881775,19.823384867147354,19.997162826006843,19.69813070781612,19.073078231529507,19.074594825707663,19.814922485301338,19.671150251174026,19.76104571992414,19.709940262439545,19.635809360000053,20.196369654909915,19.65092238267971,19.68945620897523,19.758806493545535,19.942869355627977,18.30952695303722
6300,19.664424532868793,19.75490918464152,19.664730992639306,19.907280782428984,20.006596867110375,19.79540514426759,19.670423150985584,19.800953030994833,19.630730679929115,19.065574477212294,19.73184728627649,19.756594227847017,19.79286348848052,19.997081184621265,19.66471218374619,19.01854608559671,19.01141079323105,19.777449097183194,19.623009959960257,19.72277155220206,19.663639882128678,19.595785789229012,20.179071023715153,19.610697367347484,19.642749740103568,19.719715976035673,19.903892005848775,18.230845239123994
6600,19.639303425608432,19.742679589722172,19.639044958297916,19.89430592950464,20.045027777162943,19.781087713001,19.645995383405875,19.787687617796905,19.605289661564484,19.01164468004538,19.700171436590665,19.718067046876286,19.762342109813744,19.996999543235688,19.63129365967626,18.96401393966397,18.948226760754494,19.739975709064993,19.57486966874643,19.684497384479982,19.61733950181781,19.555762218458028,20.161772392520447,19.570472352015145,19.596043271231963,19.68062545852581,19.864914656069686,18.153005547059877
6900,19.614182318348128,19.730449994802882,19.613358923956525,19.88133107658018,20.083458687215625,19.76677028173441,19.621567615826223,19.774422204599034,19.57984864319991,18.957714882878463,19.668495586904726,19.679539865905554,19.731820731146968,19.99691790185011,19.59787513560633,18.90948179373123,18.88504272827788,19.70250232094679,19.526729377532547,19.64622321675796,19.571039121506942,19.515738647687044,20.144473761325685,19.530247336682805,19.549336802360415,19.64153494101606,19.825937306290598,18.076044924322446
7200,19.589061211087767,19.718220399883535,19.587672889615078,19.86835622365578,20.121889597268137,19.752452850467876,19.59713984824657,19.761156791401163,19.55440762483539,18.903785085711547,19.6368197372189,19.64101268493482,19.701299352480248,19.996836260464477,19.5644566115364,18.85494964779849,18.821858695801325,19.665028932828648,19.478589086318777,19.607949049035938,19.524738741196188,19.47571507691606,20.127175130130922,19.490022321350466,19.502630333488696,19.602444423506256,19.78695995651151,18
7500,19.563940103827463,19.7059908049643,19.561986855273744,19.85538137073138,20.16032050732082,19.738135419201285,19.57271208066686,19.747891378203235,19.528966606470817,18.849855288544575,19.605143887532904,19.602485503964033,19.670777973813415,19.996754619078956,19.53103808746647,18.800417501865752,18.75867466332471,19.627555544710503,19.430448795104894,19.56967488131386,19.47843836088532,19.435691506145076,20.10987649893616,19.44979730601807,19.455923864617148,19.563353905996337,19.74798260673242,17.924906967357913
7800,19.5388189965671,19.69376121004501,19.536300820932354,19.84240651780692,20.198751417373444,19.723817987934694,19.54828431308715,19.734625965005307,19.503525588106186,18.795925491377602,19.57346803784708,19.5639583229933,19.64025659514664,19.99667297769338,19.49761956339654,18.745885355933012,18.695490630848155,19.59008215659236,19.382308503891068,19.53140071359178,19.43213798057451,19.395667935374036,20.092577867741454,19.40957229068573,19.409217395745543,19.52426338848653,19.709005256953333,17.850801566612688
8100,19.51369788930674,19.68153161512572,19.510614786590963,19.829431664882463,20.237182327426012,19.709500556668104,19.5238565455075,19.72136055180738,19.478084569741554,18.741995694210686,19.541792188161196,19.52543114202257,19.609735216479862,19.9965913363078,19.46420103932661,18.691353210000216,18.6323065983716,19.55260876847416,19.334168212677298,19.493126545869757,19.3858376002637,19.35564436460311,20.07527923654669,19.369347275353505,19.36251092687388,19.48517287097667,19.670027907174244,17.777719067921566
