% Model,SmartRoom_09-11.mph
% Version,COMSOL 6.1.0.282
% Date,"May 29 2023, 10:34"
% Table,09-11 3x3x3 - Time (s)
% Time (s),"Temperature (degC), Point: (2.35, 7.65, 0.15)","Temperature (degC), Point: (5.15, 7.65, 0.15)","Temperature (degC), Point: (7.95, 7.65, 0.15)","Temperature (degC), Point: (2.35, 3, 0.15)","Temperature (degC), Point: (5.15, 3, 0.15)","Temperature (degC), Point: (7.95, 3, 0.15)","Temperature (degC), Point: (2.35, -1.65, 0.15)","Temperature (degC), Point: (5.15, -1.65, 0.15)","Temperature (degC), Point: (7.95, -1.65, 0.15)","Temperature (degC), Point: (2.35, 7.65, 1.5)","Temperature (degC), Point: (5.15, 7.65, 1.5)","Temperature (degC), Point: (7.95, 7.65, 1.5)","Temperature (degC), Point: (2.35, 3, 1.5)","Temperature (degC), Point: (5.15, 3, 1.5)","Temperature (degC), Point: (7.95, 3, 1.5)","Temperature (degC), Point: (2.35, -1.65, 1.5)","Temperature (degC), Point: (5.15, -1.65, 1.5)","Temperature (degC), Point: (7.95, -1.65, 1.5)","Temperature (degC), Point: (2.35, 7.65, 2.85)","Temperature (degC), Point: (5.15, 7.65, 2.85)","Temperature (degC), Point: (7.95, 7.65, 2.85)","Temperature (degC), Point: (2.35, 3, 2.85)","Temperature (degC), Point: (5.15, 3, 2.85)","Temperature (degC), Point: (7.95, 3, 2.85)","Temperature (degC), Point: (2.35, -1.65, 2.85)","Temperature (degC), Point: (5.15, -1.65, 2.85)","Temperature (degC), Point: (7.95, -1.65, 2.85)",T_outer (degC)
164099.99999999997,28.25786244980594,27.763570813512274,25.130824892037424,31.082168389216235,24.91049166827952,24.971548459858695,26.834954911168325,25.38470044382217,25.312849119153498,30.258768563122203,29.8232187770451,25.301115339142484,23.613793194998948,26.17056355592331,25.226730114788666,28.09769945170399,26.733813871064854,25.602757943994902,30.840686739041303,30.66345620810671,25.987862200072186,29.372381990143765,29.35094675622986,25.841668349653276,29.337965398241693,28.27123687465553,26.08787098834057,19.899999999999977
164400,28.218127052316163,27.745326645041473,25.06813559208331,30.98588290685558,24.89519667018095,24.89010588063809,26.789603957633176,25.3508199384637,25.22696887734429,30.20666807134785,29.826472180122323,25.23976276410872,23.578373201881618,26.17618887937158,25.148398772462997,28.041036971842175,26.69620052203237,25.514076484059444,30.794532905743893,30.628616386310966,25.91751753241425,29.305060331775337,29.29763249774976,25.756420937123266,29.271516829741586,28.211330303366594,25.999597931585015,19.80000000000001
164700,28.178391654826385,27.72708247657056,25.00544629212925,30.889597424494866,24.879901672082383,24.808663301417596,26.744253004098084,25.31693943310529,25.141088635535084,30.154567579573495,29.82972558319949,25.178410189074953,23.542953208764402,26.181814202819908,25.07006743013733,27.98437449198036,26.658587172999887,25.42539502412393,30.748379072446482,30.593776564515224,25.847172864756374,29.237738673406966,29.244318239269774,25.671173524593314,29.20506826124148,28.15142373207766,25.91132487482946,19.80000000000001
164999.99999999997,28.138656257336606,27.7088383080997,24.94275699217519,30.793311942134267,24.86460667398387,24.727220722197103,26.69890205056288,25.28305892774688,25.055208393725934,30.10246708779914,29.832978986276714,25.11705761404113,23.50753321564713,26.187439526268122,24.99173608781166,27.927712012118604,26.620973823967347,25.336713564188415,30.702225239149072,30.55893674271948,25.77682819709844,29.170417015038538,29.191003980789787,25.585926112063362,29.138619692741372,28.091517160788726,25.823051818073964,19.899999999999977
165300,28.098920859846885,27.6905941396289,24.88006769222102,30.697026459773554,24.84931167588536,24.645778142976553,26.653551097027787,25.249178422388468,24.96932815191667,30.050366596024844,29.83623238935388,25.055705039007307,23.4721132225298,26.193064849716393,24.91340474548599,27.87104953225679,26.583360474934864,25.248032104252957,30.656071405851662,30.524096920923796,25.706483529440504,29.10309535667011,29.137689722309688,25.500678699533353,29.07217112424121,28.031610589499905,25.73477876131841,19.69999999999999
165600,28.059185462357163,27.6723499711581,24.81737839226696,30.60074097741284,24.834016677786735,24.56433556375606,26.608200143492695,25.21529791703,24.88344791010752,29.99826610425049,29.839485792431162,24.99435246397354,23.436693229412526,26.198690173164664,24.835073403160322,27.814387052394977,26.54574712590238,25.159350644317556,30.609917572554195,30.489257099128054,25.63613886178257,29.03577369830174,29.08437546382976,25.415431287003457,29.0057225557411,27.971704018210914,25.646505704562855,19.69999999999999
165899.99999999997,28.01945006486733,27.654105802687184,24.754689092312844,30.50445549505224,24.818721679688167,24.482892984535567,26.562849189957547,25.181417411671646,24.79756766829837,29.946165612476193,29.842739195508386,24.932999888939776,23.401273236295253,26.20431549661282,24.756742060834654,27.757724572533277,26.50813377686984,25.07066918438204,30.563763739256842,30.45441727733231,25.565794194124692,28.968452039933254,29.031061205349715,25.330183874473448,28.939273987240995,27.911797446922037,25.5582326478073,19.69999999999999
166200,27.97971466737755,27.635861634216326,24.691999792358786,30.40817001269147,24.8034266815896,24.401450405315018,26.51749823642251,25.147536906313235,24.711687426489107,29.89406512070184,29.84599259858561,24.871647313905953,23.36585324317798,26.20994082006115,24.678410718508985,27.701062092671464,26.470520427837414,24.981987724446583,30.51760990595949,30.41957745553657,25.4954495264667,28.901130381564883,28.977746946869615,25.24493646194344,28.872825418740888,27.851890875633103,25.469959591051747,19.600000000000023
166500,27.93997926988783,27.617617465745525,24.62931049240467,30.31188453033087,24.788131683491144,24.320007826094525,26.472147282887306,25.113656400954767,24.6258071846799,29.841964628927485,29.84924600166289,24.81029473887213,23.33043325006065,26.215566143509363,24.600079376183317,27.644399612809707,26.432907078804874,24.893306264511068,30.471456072662022,30.384737633740826,25.425104858808822,28.833808723196455,28.924432688389686,25.159689049413544,28.80637685024078,27.791984304344226,25.381686534296193,19.600000000000023
166799.99999999997,27.90024387239805,27.599373297274724,24.56662119245061,30.21559904797016,24.772836685392576,24.238565246874032,26.426796329352214,25.079775895596413,24.53992694287075,29.78986413715313,29.85249940474006,24.748942163838365,23.295013256943434,26.22119146695769,24.521748033857648,27.587737132947893,26.395293729772334,24.80462480457561,30.425302239364612,30.34989781194514,25.354760191150945,28.766487064828027,28.871118429909643,25.074441636883535,28.739928281740674,27.73207773305535,25.29341347754064,19.5
