% Model,SmartRoom_Radiation.mph
% Version,COMSOL 6.1.0.282
% Date,"May 26 2023, 14:03"
% Table,3x3x3 coarser - 3x3x3
% Time (s),"Temperature (degC), Point: (2.35, 7.65, 0.15)","Temperature (degC), Point: (5.15, 7.65, 0.15)","Temperature (degC), Point: (7.95, 7.65, 0.15)","Temperature (degC), Point: (2.35, 3, 0.15)","Temperature (degC), Point: (5.15, 3, 0.15)","Temperature (degC), Point: (7.95, 3, 0.15)","Temperature (degC), Point: (2.35, -1.65, 0.15)","Temperature (degC), Point: (5.15, -1.65, 0.15)","Temperature (degC), Point: (7.95, -1.65, 0.15)","Temperature (degC), Point: (2.35, 7.65, 1.5)","Temperature (degC), Point: (5.15, 7.65, 1.5)","Temperature (degC), Point: (7.95, 7.65, 1.5)","Temperature (degC), Point: (2.35, 3, 1.5)","Temperature (degC), Point: (5.15, 3, 1.5)","Temperature (degC), Point: (7.95, 3, 1.5)","Temperature (degC), Point: (2.35, -1.65, 1.5)","Temperature (degC), Point: (5.15, -1.65, 1.5)","Temperature (degC), Point: (7.95, -1.65, 1.5)","Temperature (degC), Point: (2.35, 7.65, 2.85)","Temperature (degC), Point: (5.15, 7.65, 2.85)","Temperature (degC), Point: (7.95, 7.65, 2.85)","Temperature (degC), Point: (2.35, 3, 2.85)","Temperature (degC), Point: (5.15, 3, 2.85)","Temperature (degC), Point: (7.95, 3, 2.85)","Temperature (degC), Point: (2.35, -1.65, 2.85)","Temperature (degC), Point: (5.15, -1.65, 2.85)","Temperature (degC), Point: (7.95, -1.65, 2.85)",T_outer (degC)
36000,19.50925112864627,19.40038597372461,21.84801623100168,23.69052832959494,19.730215658326188,21.868154230461585,22.599126736373137,23.099057534404892,21.804661602362103,19.768021162926516,19.487289553682615,21.855096700412787,20.143907153032558,19.973273891919632,22.134164571093606,23.431315310183322,24.54498504924277,21.94557697675714,19.96445061856423,20.263583362716645,21.94425803027019,20.81704478171781,21.1714001359357,22.07678915227001,22.689804737589782,23.676751889221293,22.398837500770412,22
39600,19.927613000140013,19.633093317569717,21.970648257414553,27.010328742209765,20.01764654390763,22.068059397391266,23.320519717973866,23.898146320562205,22.24787237958128,20.32147845478613,19.706391852811464,22.003457246887933,20.816087381891577,20.070126342404592,22.324910496795496,24.277359646075354,25.45349724247353,22.426817396566207,20.6996172904648,20.996248006849044,22.174405880920062,21.98581338252643,22.228835589482628,22.438089422973178,23.785308199840642,24.953537280680393,22.90319698040588,22.899999999999977
43200,20.345974871633814,19.86580066141488,22.093280283827482,30.33012915482459,20.305077429489018,22.26796456432095,24.041912699574596,24.697235106719518,22.69108315680046,20.874935746645747,19.925494151940256,22.15181779336308,21.48826761075071,20.166978792889495,22.51565642249733,25.12340398196733,26.362009435704238,22.908057816375162,21.43478396236543,21.728912650981442,22.40455373156999,23.154581983335106,23.286271043029558,22.79938969367629,24.880811662091617,26.230322672139437,23.40755646004129,22.399999999999977
46800,21.117456933402195,20.31825787031562,22.20164842211892,33.04434356925714,20.718013549686134,22.490966624362784,24.69591884524101,25.15610459882805,23.082603583583932,21.776496872781536,20.374452178846468,22.253810312479345,22.09316014870751,20.379338336591104,22.734646891015018,25.91867529912497,26.831986062939507,23.322361087624586,22.47957109706209,22.69123817379068,22.653848057441166,24.532484316724094,24.44874252774622,23.216747474407953,25.999259528606103,27.212105885300048,23.86746972777081,23.30000000000001
50400,22.031774128315305,20.85960266508164,22.304246897799544,35.513601849593556,21.1817158321997,22.723311247910715,25.322667394349594,25.477357297838353,23.453215554011365,22.818864044242446,20.916385556314367,22.337047225023582,22.67083519371505,20.638419850582864,22.96506211842444,26.693409215446366,27.124577517412547,23.709588658333132,23.64959796951905,23.74646023179497,22.91088702497484,25.99498007003342,25.653700496981003,23.656780203016353,27.12698827774409,28.074562374654647,24.309404752482294,23.5
54000,22.946091323228416,21.4009474598476,22.40684537348011,37.982860129929975,21.645418114713323,22.95565587145859,25.949415943458234,25.79860999684854,23.82382752443874,23.86123121570347,21.458318933782266,22.42028413756782,23.24851023872253,20.89750136457451,23.195477345833865,27.468143131767647,27.4171689718857,24.096816229041565,24.819624841976008,24.801682289799317,23.16792599250857,27.457475823342634,26.858658466215786,24.096812931624697,28.254717026882133,28.937018864009303,24.751339777193664,23.600000000000023
57600,23.93269499773629,22.19196614366922,22.55762770510222,37.975669436461885,22.094631150715884,23.202178164475583,26.362911705022952,25.925021852663633,24.093143493201808,24.976585181647238,22.377800241978548,22.56822073090541,23.71837019241127,21.229105035166526,23.44031126370561,27.94287881922577,27.46709754082093,24.37153029285895,25.95435365785488,25.92654604941532,23.46650560224333,28.459401726843794,27.739090999246628,24.50048066485681,29.00743010979329,29.407859329178848,25.08404468787137,23.600000000000023
61200,24.959959817016113,23.123426390084603,22.735513455691432,36.5754761952287,22.535693985556065,23.456675396568926,26.65645277359414,25.941835734181495,24.305480461028424,26.132994219487614,23.509652261209567,22.752550894689193,24.127584157233287,21.601502418846394,23.693255694962374,28.248865502948206,27.380528236641112,24.582955509050123,27.06922731690861,27.09058326618799,23.788451823216235,29.20225708982798,28.436977974412855,24.88369308818983,29.54919688045186,29.65841578074435,25.35530765940507,24
64800,25.987224636295878,24.054886636500044,22.9133992062807,35.175282953995406,22.97675682039619,23.71117262866221,26.94999384216544,25.9586496156993,24.51781742885521,27.28940325732799,24.64150428044053,22.93688105847309,24.536798122055245,21.973899802526148,23.946200126219082,28.554852186670757,27.29395893246135,24.79438072524124,28.18410097596245,28.254620482960604,24.110398044189083,29.945112452812168,29.134864949578912,25.266905511522737,30.09096365111037,29.908972232309907,25.626570630938772,24.399999999999977
68400,26.598562692833184,24.82193219426074,22.99547124271271,33.890891719599324,23.31747145119118,23.614074884237652,26.998660478815623,25.91022257149359,24.377397396853098,28.00086749410457,25.707593536977868,23.072041779183223,24.58892467313416,22.349413470774266,23.86237123000251,28.5274059353967,27.148636904046896,24.647894329935752,29.002583335267957,29.039896729723296,24.236471525772913,30.1351596863571,29.391987653372155,25.21149361319499,30.198516971069523,29.877640801931477,25.478845328495083,24.19999999999999
72000,26.89356208474925,25.463929960650262,23.00467087682813,32.69457525096681,23.581864912712263,23.249566875982566,26.861084589779466,25.81217566828684,23.96868330864322,28.373923008945326,26.723666044424135,23.16980602206263,24.3694636137605,22.727297270947417,23.522404873454207,28.246362803984198,26.958629705087617,24.229193469548306,29.595641325750933,29.53710125281657,24.213571374581875,29.904761300328573,29.313881193022553,24.822480118111173,29.975823441201044,29.63191577120142,25.012452888096675,22.600000000000023
75600,27.188561476665427,26.10592772703984,23.01387051094349,31.498258782334233,23.846258374233344,22.88505886772748,26.72350870074331,25.71412876508009,23.559969220433345,28.746978523786083,27.73973855187046,23.267570264942037,24.150002554386845,23.10518107112057,23.182438516905847,27.965319672571695,26.76862250612845,23.810492609160804,30.188699316233965,30.034305775909786,24.190671223390837,29.67436291429999,29.235774732673008,24.433466623027357,29.753129911332508,29.386190740471363,24.54606044769821,21.80000000000001
79200,27.109184930862455,26.277746694729103,22.832850815799475,30.36825579652111,23.95440904118408,22.468501225072487,26.42350493427466,25.498338871290855,23.094408714471513,28.617994569914686,28.069534035811614,23.133589297351705,23.801426187280583,23.42962140268355,22.78424052630953,27.529368901224473,26.487446061458854,23.338488310147625,30.12136020406041,29.907308442796648,23.93438225287781,29.150031728961267,28.862977203018204,23.931160917190937,29.259186085988688,28.892615936352627,24.007251298283165,20.600000000000023
82800,26.64939412576416,25.97180333470675,22.458543737698392,29.305635865831107,23.903796868490588,21.999054437785333,25.958453485898644,25.162906906425974,22.57108491305206,27.97887373654521,27.701983511997526,22.764125293316397,23.321652007478235,23.69975627420706,22.326871681761077,26.936011979620957,26.113629899373905,22.81232083962766,29.382972423058447,29.14604148160288,23.440940127247416,28.327026892710478,28.190735522295313,23.313735706880266,28.489616960403737,28.147193781855094,23.394857428415662,19.69999999999999
86400,26.189603320665867,25.66585997468451,22.08423665959731,28.243015935141045,23.85318469579704,21.52960765049812,25.493402037522742,24.827474941561093,22.04776111163261,27.33975290317585,27.334432988183437,22.394661289280975,22.841877827675887,23.969891145730685,21.86950283721268,26.34265505801727,25.739813737288955,22.286153369107637,28.644584642056543,28.38477452040911,22.947498001616964,27.50402205645969,27.51849384157248,22.696310496569538,27.720047834818786,27.401771627357675,22.782463558548045,18.80000000000001
90000,25.669600583977797,25.278778667123618,21.716829303922964,27.263584907482198,23.727924570472737,21.11930965055285,24.99313793587828,24.449137020552485,21.581800877590524,26.665477876624095,26.86806933575167,22.02752563678581,22.39160464967273,24.17191847367792,21.464254100375285,25.734895766066984,25.33214639330231,21.81731791152771,27.854433174118753,27.593317638461485,22.470767205028665,26.68918881164484,26.838158331804266,22.147495060780216,26.939937859300585,26.65352821202896,22.23197704013893,18.19999999999999
93600,25.06780050626213,24.781472223283913,21.358795156073654,26.397165219790395,23.501255905725372,20.789364720204276,24.445037776963545,24.01251176289577,21.193768508664846,25.9434462102775,26.26746898029205,21.663553027892192,21.981408304302533,24.28142234620077,21.129810038164294,25.10757098987216,24.87849253805291,21.426367452658837,26.9939612258151,26.76084803398021,22.016738591290277,25.885456596705126,26.14682743163496,21.69188535641638,26.145508238590082,25.90145214047675,21.765591074654424,18
97200,24.466000428546465,24.28416577944415,21.000761008224345,25.530745532098535,23.274587240978008,20.4594197898557,23.896937618048696,23.575886505239055,20.805736139739224,25.221414543930905,25.66686862483249,21.29958041899863,21.57121195893228,24.390926218723564,20.795365975953246,24.480246213677333,24.424838682803568,21.03541699378991,26.133489277511444,25.92837842949899,21.56270997755189,25.081724381765525,25.4554965314656,21.236275652052484,25.35107861787958,25.149376068924482,21.299205109169918,18.19999999999999
100800,24.045021198332563,23.910805985152138,20.849362580165177,25.27057261705386,23.13031127898961,20.351040835861625,23.652979664600196,23.40670834656345,20.629028278420776,24.726294520101987,25.19867342299375,21.140599010221365,21.409085756593697,24.46892952305791,20.67773121807062,24.220132956084058,24.29182020091298,20.85536373122011,25.551578937701322,25.378539459092565,21.353158860766143,24.633404219652505,25.07911917602985,21.05285779703661,24.94637221707103,24.79906692416705,21.106551529433204,17.80000000000001
104400,23.956916710110306,23.765620704800313,21.078361727174183,26.126444897109423,23.137712792534444,20.65054470197458,23.968919862123528,23.729875983739362,20.841349624288625,24.648898201816905,24.974224072138895,21.358987765294728,21.70363413574495,24.488943145045255,20.959222679519712,24.636022721370978,24.749062292705503,21.063553034564507,25.482475195345216,25.348997792323587,21.593668590643347,24.839365336606875,25.282542664308096,21.370520391956916,25.25911083471823,25.188374167372444,21.41781438709586,17.80000000000001
108000,23.868812221888106,23.62043542444843,21.307360874183246,26.982317177164873,23.145114306079336,20.950048568087595,24.284860059646917,24.053043620915275,21.05367097015659,24.571501883531823,24.749774721284098,21.577376520368034,21.9981825148962,24.5089567670326,21.24071414096892,25.051912486657898,25.20630438449797,21.271742337908904,25.41337145298911,25.319456125554666,21.834178320520607,25.045326453561245,25.4859661525864,21.68818298687711,25.571849452365484,25.577681410577952,21.72907724475857,17.30000000000001
111600,23.78070773366585,23.47525014409655,21.53636002119231,27.83818945722038,23.152515819624284,21.249552434200552,24.600800257170306,24.376211258091132,21.26599231602438,24.49410556524674,24.525325370429186,21.79576527544134,22.292730894047452,24.528970389019833,21.522205602418126,25.467802251944875,25.663546476290605,21.4799316412533,25.344267710633062,25.289914458785802,22.07468805039781,25.25128757051567,25.689389640864704,22.00584558179736,25.88458807001274,25.966988653783403,22.040340102421226,18.399999999999977
115200,23.692603245443593,23.330064863744667,21.765359168201428,28.694061737275888,23.15991733316912,21.54905630031351,24.916740454693638,24.699378895267046,21.47831366189223,24.41670924696166,24.30087601957439,22.014154030514646,22.587279273198703,24.548984011007178,21.80369706386722,25.883692017231795,26.120788568083128,21.6881209445977,25.275163968276956,25.26037279201688,22.315197780275014,25.45724868747004,25.892813129143008,22.32350817671761,26.197326687659995,26.356295896988854,22.351602960083937,19.399999999999977
118800,23.604498757221393,23.184879583392785,21.994358315210377,29.549934017331395,23.16731884671401,21.848560166426523,25.23268065221697,25.02254653244296,21.69063500776008,24.339312928676577,24.076426668719478,22.232542785587896,22.881827652349955,24.56899763299458,22.085188525316426,26.299581782518715,26.578030659875594,21.896310247942154,25.206060225920908,25.230831125247903,22.555707510152217,25.66320980442447,26.096236617421255,22.64117077163786,26.51006530530725,26.745603140194362,22.662865817746592,21.19999999999999
122400,23.635923772335957,23.128485803616968,22.243242477891044,30.671017530861548,23.23182075341532,22.1690217086923,25.578573228477012,25.36093025503186,21.977195371442065,24.401073576094234,23.95398169791372,22.469809090263198,23.2189581729225,24.616670824290907,22.39223266944498,26.74273213487254,27.02055967101171,22.18214428700253,25.28867290451251,25.335285152454617,22.830840357871352,26.026326606909777,26.42576532282237,23.00055965591332,26.914526577593904,27.21189080323029,23.032240496721215,22.600000000000023
126000,24.12248035784836,23.410182737573393,22.56784266178238,32.80194381800635,23.51374338790447,22.569283633231976,26.038515246849613,25.757252149000806,22.54643507218509,24.992701131380386,24.219938020372012,22.778955295345668,23.71822838582966,24.7696631448797,22.796573566852828,27.289682414904064,27.407065798109613,22.7636255889812,25.94897503209745,25.949953552876195,23.237807385065366,26.98784390430177,27.23546389342141,23.518829411195156,27.668239496391948,27.971296218697887,23.622887110691295,24.5
129600,24.609036943360707,23.691879671529705,22.892442845673827,34.93287010515121,23.79566602239356,22.969545557771767,26.498457265222214,26.153574042969808,23.115674772928173,25.58432868666648,24.485894342830193,23.088101500428138,24.21749859873688,24.92265546546838,23.200914464260677,27.836632694935645,27.79357192520763,23.345106890959926,26.609277159682392,26.56462195329766,23.644774412259437,27.949361201693705,28.045162464020564,24.037099166477105,28.421952415190162,28.730701634165484,24.213533724661318,25.30000000000001
133200,25.095593528873167,23.973576605486073,23.217043029565218,37.06379639229601,24.077588656882767,23.369807482311444,26.95839928359476,26.549895936938753,23.6849144736712,26.175956241952576,24.751850665288487,23.39724770551061,24.716768811644044,25.075647786057118,23.605255361668526,28.383582974967283,28.18007805230559,23.926588192938596,27.269579287267334,27.179290353719125,24.051741439453394,28.910878499085584,28.854861034619773,24.55536892175894,29.175665333988263,29.490107049633025,24.80418033863134,24.899999999999977
136800,25.58215011438557,24.255273539442385,23.541643213456553,39.194722679440815,24.35951129137186,23.770069406851235,27.41834130196736,26.9462178309077,24.25415417441434,26.76758379723867,25.01780698774678,23.70639391059308,25.216039024551264,25.2286401066458,24.00959625907643,28.930533254998807,28.566584179403492,24.508069494917322,27.92988141485222,27.79395875414059,24.458708466647465,29.87239579647752,29.66455960521887,25.073638677040776,29.929378252786364,30.249512465100565,25.39482695260142,25.30000000000001
140400,26.15582270242112,24.730648193506,23.87543621666663,39.71588575631938,24.623546505654815,24.162742890801724,27.702571638476854,27.142661340260815,24.73296174579508,27.42976429324449,25.560396350747453,24.031307886212517,25.539027227647125,25.412120210289174,24.406475882582754,29.24623104180006,28.721018740865304,24.992136510736145,28.57731770982292,28.470872463680678,24.867735138435933,30.49281743428577,30.21625031802796,25.550683631174934,30.413469946889222,30.66928024117533,25.87704400666098,25.899999999999977
144000,26.829435203106414,25.42821089418692,24.219775268055116,38.39032044850131,24.86706118225044,24.54671087785522,27.78522465706169,27.10980336974194,25.108025127274516,28.1728834747787,26.420340517769432,24.37431072684535,25.659783829751007,25.63057605073311,24.794795895450704,29.296634814825325,28.609219644601353,25.364449371547096,29.209994257440826,29.219194302335723,25.2791246447772,30.72193242995371,30.471953129376402,25.98043528779334,30.588250827087336,30.69941402314589,26.234870128718967,25.30000000000001
147600,27.503047703791708,26.125773594867837,24.564114319443604,37.064755140683246,25.11057585884612,24.93067886490877,27.86787767564647,27.07694539922312,25.483088508753895,28.916002656312912,27.280284684791297,24.71731356747813,25.78054043185483,25.849031891177106,25.183115908318655,29.347038587850648,28.497420548337516,25.736762232358046,29.84267080505873,29.967516140990824,25.690514151118464,30.951047425621766,30.72765594072473,26.41018694441169,30.763031707285393,30.72954780511651,26.592696250776953,25.399999999999977
151200,28.176660204477002,26.823336295548756,24.908453370832035,35.73918983286518,25.3540905354418,25.31464685196238,27.950530694231304,27.044087428704245,25.858151890233273,29.659121837847124,28.14022885181322,25.060316408110964,25.90129703395877,26.067487731620986,25.57143592118655,29.39744236087597,28.38562145207362,26.10907509316894,30.475347352676522,30.715837979645983,26.101903657459673,31.180162421289822,30.98335875207306,26.8399386010301,30.937812587483506,30.75968158708713,26.950522372834882,25.600000000000023
154800,28.850272705162297,27.520898996229676,25.252792422220523,34.41362452504711,25.597605212037422,25.698614839015875,28.033183712816083,27.01122945818537,26.233215271712766,30.402241019381393,29.00017301883514,25.403319248743742,26.022053636062594,26.285943572064923,25.959755934054442,29.447846133901294,28.273822355809727,26.48138795397989,31.108023900294484,31.464159818301027,26.51329316380088,31.40927741695782,31.239061563421444,27.269690257648506,31.112593467681563,30.78981536905775,27.30834849489287,24.69999999999999
158400,28.972835430673513,27.855723376459764,25.263700404527413,33.3505701256434,25.69545853892447,25.533250960963926,27.856647600749,26.878258807325267,26.034895886302536,30.54185614682541,29.509727510064522,25.458810921359373,25.92134415440711,26.45502970399656,25.817387678883847,29.174427447762298,28.072971746954522,26.2826388538914,31.277527167339997,31.628707176829266,26.489844270074457,31.11632438184381,31.036646148618786,27.057035008844764,30.82893614882505,30.48994571095733,27.060787913368415,23.69999999999999
162000,28.884743912870704,28.05188085243151,25.147145002001935,32.387867889084305,25.737628726492176,25.157889558939587,27.581029168622194,26.707017274462203,25.617384844657238,30.45076491056375,29.885335713055554,25.40439338019513,25.735973046169477,26.605242879150467,25.47214893800441,28.777218537624492,27.838078697931508,25.865585290797583,31.269969447632832,31.570090355064963,26.300166192965776,30.623796188663448,30.659102183500238,26.598801689496213,30.370027961029393,30.0639229754201,26.581801272527798,23.100000000000023
165600,28.796652395067838,28.248038328403368,25.030589599476514,31.425165652525152,25.77979891405988,24.782528156915305,27.30541073649539,26.535775741599195,25.199873803011826,30.35967367430203,30.260943916046642,25.349975839030833,25.550601937931788,26.755456054304375,25.12691019712497,28.380009627486686,27.603185648908436,25.448531727703653,31.26241172792561,31.51147353330066,26.110488115857038,30.131267995483086,30.28155821838169,26.140568370147776,29.91111977323368,29.637900239882697,26.10281463168735,22.69999999999999
169200,28.708560877265086,28.444195804375113,24.914034196951093,30.462463415966,25.821969101627587,24.407166754890966,27.029792304368584,26.36453420873613,24.78236276136647,30.268582438040312,30.636552119037674,25.295558297866478,25.365230829694042,26.905669229458226,24.78167145624559,27.982800717348823,27.368292599885308,25.031478164609894,31.25485400821833,31.4528567115363,25.920810038748357,29.638739802302666,29.904014253263085,25.682335050799338,29.452211585437908,29.211877504345352,25.623827990846905,22.5
172800,28.444280377489406,28.36382824625821,24.7113803040088,29.61963142043976,25.782154734513824,24.05876672604802,26.71414788356003,26.14619412656691,24.393945119957777,29.934005261554262,30.591590001097302,25.121872239455797,25.11943971271546,26.993873909480612,24.446725714974605,27.564512704794538,27.097633574796816,24.640594040068947,30.929266330549922,31.08921097602638,25.633721058206163,29.085465470937038,29.438245390530824,25.23599034883921,28.93356149459305,28.72344706590758,25.168002914791998,22.30000000000001
176400,27.969294492009396,27.95276285838952,24.40576074642206,28.92015291437974,25.644294581434906,23.74260995368843,26.350636159762587,25.871528626732243,24.04032043807291,29.30824189184483,30.04366549189149,24.805552296409473,24.80139197047322,27.00792228450979,24.124089429313585,27.121016076155456,26.784201819554596,24.281006092974792,30.22334485330208,30.360779462188646,25.230137835232142,28.459544494286774,28.866967880934,24.80386331068678,28.343465728861247,28.16038290768023,24.739876883178056,22
180000,27.494308606529444,27.54169747052083,24.10014118883538,28.220674408319724,25.506434428355874,23.42645318132884,25.987124435965256,25.59686312689763,23.686695756187987,28.682478522135398,29.495740982685675,24.48923235336315,24.483344228230976,27.02197065953908,23.80145314365268,26.67751944751626,26.470770064312433,23.92141814588058,29.51742337605424,29.632347948350855,24.826554612258064,27.83362351763668,28.29569037133706,24.371736272534463,27.753369963129444,27.597318749452825,24.311750851564113,21.100000000000023
183600,27.019322721049434,27.1306320826522,23.794521631248642,27.521195902259706,25.3685742752769,23.110296408969248,25.623612712167812,25.32219762706302,23.333071074303007,28.05671515242591,28.947816473479918,24.172912410316826,24.165296485988733,27.036019034568255,23.47881685799166,26.234022818877122,26.15733830907027,23.56183019878631,28.81150189880634,28.903916434513178,24.422971389284044,27.20770254098659,27.724412861740234,23.939609234382033,27.16327419739764,27.034254591225476,23.88362481995017,21.100000000000023
187200,26.55833776279644,26.726672607764726,23.556912334504773,26.871550102127685,25.22881561594579,22.874233208777014,25.348456830264865,25.12960031708792,23.03762174515782,27.458615587261022,28.410141594160905,23.9231613276408,23.87835363336444,27.032245521254083,23.233428254436603,25.90604663596889,25.96351593297925,23.25970475729821,28.145175012259813,28.231308690911987,24.097811186702188,26.63976431017727,27.222189501719413,23.601041144561123,26.676772737096428,26.58740121803004,23.54226211941807,20.80000000000001
190800,26.158086251940688,26.353537276539555,23.614319041516865,26.438069415568634,25.080821585647527,22.985601194622518,25.456572340959553,25.29299972154712,22.99452639715679,26.98051651855451,27.916927724279333,23.962173718559256,23.72633807139647,26.951163933933344,23.323125889220933,26.079176901253504,26.288537046261638,23.206841097188317,27.650602178326835,27.800854196036312,24.11283562378901,26.32334456720713,27.019510342797787,23.668314566157505,26.639644321703713,26.64464885795462,23.577262792457873,20.399999999999977
